x,y
13.40000000000001,25.72274358841063
13.10000000000001,30.09922291846435
2.2,6.266582100342874
2.1,10.172748086215195
17.100000000000016,39.06007538769755
17.900000000000013,33.07037920280335
19.400000000000016,39.43362020563885
22.60000000000002,52.052560334730174
13.000000000000009,26.84204943840621
20.500000000000018,36.84227075669008
23.10000000000002,49.78391837384915
20.200000000000017,44.6108270568484
5.000000000000003,14.610704327549994
11.200000000000006,29.620786333059588
12.000000000000007,28.329832113607782
21.80000000000002,50.20375062928964
18.600000000000016,35.742436746014
18.400000000000013,39.31895678949389
19.00000000000001,41.426676141472676
10.700000000000008,24.35112079617668
6.500000000000004,19.096253576610874
18.30000000000001,42.09598336549685
4.400000000000002,15.394421265372102
16.400000000000013,37.99052158571389
13.60000000000001,35.27201071350899
9.900000000000007,21.38973755451317
12.500000000000007,30.184797016973853
23.40000000000002,47.03379306941793
10.100000000000009,26.6951710225123
16.300000000000008,41.700751855850456
7.0000000000000036,11.153536891239247
22.30000000000002,47.88138043087877
9.400000000000006,17.574926513919696
16.800000000000008,32.356682802784036
5.900000000000004,7.081766213270989
7.300000000000003,25.869498995476075
16.000000000000018,37.37040979395145
22.80000000000002,47.6205634859346
23.80000000000002,58.23565874359732
10.000000000000009,23.965234053197307
11.90000000000001,24.99557085153639
14.10000000000001,27.93802448698034
7.800000000000005,8.752660744760487
22.10000000000002,48.33697080063989
20.900000000000016,41.09139861514383
4.3000000000000025,13.049519798875526
19.30000000000001,44.24972341673464
3.0000000000000013,6.479516939176277
12.100000000000007,35.51699533712297
19.200000000000017,45.42333483164296
22.000000000000014,48.40963201387982
16.900000000000013,29.890675049130373
15.400000000000013,42.61123936661895
10.800000000000008,26.06715076792288
15.300000000000011,25.326660556856837
5.8000000000000025,16.120830802748028
12.600000000000007,28.493571972263254
17.400000000000013,35.342054641095466
4.000000000000002,8.380715223897568
2.9000000000000012,3.923617451483184
9.700000000000006,19.756241785237144
3.6000000000000014,9.61680158062766
6.200000000000004,14.671995097016973
9.200000000000006,18.000185422108114
21.500000000000014,46.23834715629262
15.000000000000009,31.275445728105073
12.20000000000001,29.64731970469833
19.80000000000001,43.95651391802657
6.400000000000004,9.44145431152009
9.300000000000006,20.679268992865282
13.70000000000001,32.733441483753374
12.80000000000001,23.58259115220403
9.800000000000008,19.376114116028084
18.200000000000014,38.47582966566285
11.000000000000007,22.996487592186774
5.500000000000004,11.176685420600169
2.5000000000000004,9.806321463545387
7.900000000000006,14.279308531538804
8.100000000000005,25.68089816228403
5.100000000000003,12.736939445714825
17.800000000000015,41.728360981701336
12.90000000000001,29.0034262099363
21.30000000000002,50.444458015790204
23.500000000000014,54.92864027546774
23.90000000000002,47.63770078381362
11.600000000000007,24.07798657973178
5.700000000000002,15.05716943975564
7.200000000000005,16.756121630843786
15.100000000000012,33.869562180607616
20.100000000000016,45.36178915099306
10.900000000000007,31.99507576874908
20.00000000000001,46.24232732489804
3.400000000000001,13.687607005290664
9.500000000000009,16.242018963829967
6.300000000000003,9.478775790723589
7.600000000000005,16.960140848080748
23.30000000000002,49.291004526699965
21.600000000000016,46.68099437305772
3.8000000000000016,7.862090257262201
19.700000000000017,46.728512179103745
8.800000000000006,16.981195530760207
17.000000000000018,39.136214581818074
16.200000000000017,40.355310234729814
8.900000000000006,20.074079504748074
16.100000000000012,38.50756705101145
5.200000000000003,10.580704731925787
7.700000000000005,20.57711462331861
11.40000000000001,33.64523697291878
3.100000000000001,9.906860796363736
6.600000000000003,14.050460515011068
3.7000000000000015,11.822623849687648
14.400000000000013,36.390245231723966
18.50000000000001,35.869755615449826
17.200000000000017,39.69306654194253
20.30000000000001,42.063908489572135
14.700000000000012,31.15550122386156
7.100000000000005,19.451903625108773
8.200000000000006,22.348583503578478
18.700000000000014,41.61631448818411
6.900000000000004,8.169544200736834
13.500000000000009,32.753329945312466
19.50000000000001,44.491478813546365
13.900000000000013,32.25883089891147
6.000000000000004,16.131722874011313
4.900000000000002,17.75938711819745
18.000000000000018,42.450317830026286
10.600000000000009,21.595950089869348
8.700000000000006,20.47305446366211
22.700000000000014,49.68616185998118
8.300000000000006,18.62193141276229
10.500000000000009,23.40584724347957
21.100000000000016,41.973398948797175
2.3000000000000003,11.871502019241124
12.40000000000001,25.450874752232128
20.600000000000016,38.56525164890395
10.200000000000006,20.418818613488764
15.800000000000011,35.60718860069912
3.5000000000000013,10.872512012708045
8.500000000000005,18.928064216310094
22.90000000000002,44.87236287934818
23.60000000000002,52.3580506891045
15.500000000000012,31.76019542337523
19.100000000000016,44.03866582874115
21.900000000000013,44.37282301883424
8.400000000000006,25.828775014925192
10.300000000000008,25.417580841630397
4.500000000000002,15.733220484588127
7.500000000000004,21.41833599247721
2.7000000000000006,11.635609764009061
2.4000000000000004,12.12903797936918
2.6000000000000005,10.396545067371765
23.200000000000014,45.571898298382074
15.700000000000012,31.300968195585817
21.200000000000017,48.09838201485928
